location,zone,tank_id,tank_id_raw,date,period,parameter,value,unit
Fish Tank 3,Fish Tanks,200,200,2025-07-02,morning,dissolved_oxygen,6.39,mg/L
Fish Tank 3,Fish Tanks,200,200,2025-07-02,morning,temperature,29.3,degC
Fish Tank 3,Fish Tanks,200,200,2025-07-03,morning,dissolved_oxygen,6.21,mg/L
Fish Tank 3,Fish Tanks,200,200,2025-07-03,morning,temperature,27.9,degC
Fish Tank 3,Fish Tanks,200,200,2025-07-04,afternoon,dissolved_oxygen,6.16,mg/L
Fish Tank 3,Fish Tanks,200,200,2025-07-04,afternoon,temperature,31.6,degC
Fish Tank 3,Fish Tanks,200,200,2025-07-04,morning,dissolved_oxygen,5.83,mg/L
Fish Tank 3,Fish Tanks,200,200,2025-07-04,morning,temperature,28.7,degC
Fish Tank 3,Fish Tanks,200,200,2025-07-08,afternoon,dissolved_oxygen,5.18,mg/L
Fish Tank 3,Fish Tanks,200,200,2025-07-08,afternoon,temperature,31.3,degC
Fish Tank 3,Fish Tanks,200,200,2025-07-10,afternoon,dissolved_oxygen,5.72,mg/L
Fish Tank 3,Fish Tanks,200,200,2025-07-10,afternoon,temperature,30.1,degC
Fish Tank 3,Fish Tanks,200,200,2025-07-10,morning,dissolved_oxygen,6.21,mg/L
Fish Tank 3,Fish Tanks,200,200,2025-07-10,morning,temperature,29.1,degC
Fish Tank 3,Fish Tanks,200,200,2025-07-11,afternoon,dissolved_oxygen,5.86,mg/L
Fish Tank 3,Fish Tanks,200,200,2025-07-11,afternoon,temperature,32.0,degC
Fish Tank 3,Fish Tanks,200,200,2025-07-11,morning,dissolved_oxygen,6.37,mg/L
Fish Tank 3,Fish Tanks,200,200,2025-07-11,morning,temperature,28.1,degC
Fish Tank 3,Fish Tanks,200,200,2025-07-15,afternoon,dissolved_oxygen,5.79,mg/L
Fish Tank 3,Fish Tanks,200,200,2025-07-15,afternoon,temperature,32.8,degC
Fish Tank 3,Fish Tanks,200,200,2025-07-15,morning,dissolved_oxygen,6.1,mg/L
Fish Tank 3,Fish Tanks,200,200,2025-07-15,morning,temperature,29.0,degC
Fish Tank 3,Fish Tanks,200,200,2025-07-16,afternoon,dissolved_oxygen,4.58,mg/L
Fish Tank 3,Fish Tanks,200,200,2025-07-16,afternoon,temperature,32.5,degC
Fish Tank 3,Fish Tanks,200,200,2025-07-17,afternoon,dissolved_oxygen,5.29,mg/L
Fish Tank 3,Fish Tanks,200,200,2025-07-17,afternoon,temperature,33.1,degC
Fish Tank 3,Fish Tanks,200,200,2025-07-17,morning,dissolved_oxygen,5.31,mg/L
Fish Tank 3,Fish Tanks,200,200,2025-07-17,morning,temperature,29.8,degC
Fish Tank 3,Fish Tanks,200,200,2025-07-18,afternoon,dissolved_oxygen,6.49,mg/L
Fish Tank 3,Fish Tanks,200,200,2025-07-18,afternoon,temperature,33.1,degC
Fish Tank 3,Fish Tanks,200,200,2025-07-18,morning,dissolved_oxygen,5.46,mg/L
Fish Tank 3,Fish Tanks,200,200,2025-07-18,morning,temperature,29.8,degC
Fish Tank 3,Fish Tanks,200,200,2025-07-21,afternoon,dissolved_oxygen,6.39,mg/L
Fish Tank 3,Fish Tanks,200,200,2025-07-21,afternoon,temperature,32.8,degC
Fish Tank 3,Fish Tanks,200,200,2025-07-21,morning,dissolved_oxygen,6.11,mg/L
Fish Tank 3,Fish Tanks,200,200,2025-07-21,morning,temperature,29.0,degC
Fish Tank 3,Fish Tanks,200,200,2025-07-22,afternoon,dissolved_oxygen,5.57,mg/L
Fish Tank 3,Fish Tanks,200,200,2025-07-22,afternoon,temperature,33.2,degC
Fish Tank 3,Fish Tanks,200,200,2025-07-23,afternoon,dissolved_oxygen,5.32,mg/L
Fish Tank 3,Fish Tanks,200,200,2025-07-23,afternoon,temperature,32.5,degC
Fish Tank 3,Fish Tanks,200,200,2025-07-23,morning,dissolved_oxygen,5.62,mg/L
Fish Tank 3,Fish Tanks,200,200,2025-07-23,morning,temperature,29.4,degC
Fish Tank 3,Fish Tanks,200,200,2025-07-24,afternoon,dissolved_oxygen,7.06,mg/L
Fish Tank 3,Fish Tanks,200,200,2025-07-24,afternoon,temperature,32.9,degC
Fish Tank 3,Fish Tanks,200,200,2025-07-24,morning,dissolved_oxygen,7.12,mg/L
Fish Tank 3,Fish Tanks,200,200,2025-07-24,morning,temperature,29.2,degC
Fish Tank 3,Fish Tanks,200,200,2025-07-25,afternoon,dissolved_oxygen,9.84,mg/L
Fish Tank 3,Fish Tanks,200,200,2025-07-25,afternoon,temperature,33.1,degC
Fish Tank 3,Fish Tanks,200,200,2025-07-28,morning,dissolved_oxygen,6.67,mg/L
Fish Tank 3,Fish Tanks,200,200,2025-07-28,morning,temperature,29.2,degC
Fish Tank 3,Fish Tanks,200,200,2025-07-29,afternoon,dissolved_oxygen,4.67,mg/L
Fish Tank 3,Fish Tanks,200,200,2025-07-29,afternoon,temperature,33.8,degC
Fish Tank 3,Fish Tanks,200,200,2025-07-29,morning,dissolved_oxygen,5.53,mg/L
Fish Tank 3,Fish Tanks,200,200,2025-07-29,morning,temperature,29.8,degC
Fish Tank 3,Fish Tanks,200,200,2025-07-30,afternoon,dissolved_oxygen,6.07,mg/L
Fish Tank 3,Fish Tanks,200,200,2025-07-30,afternoon,temperature,30.8,degC
Fish Tank 3,Fish Tanks,201,201,2025-07-01,afternoon,dissolved_oxygen,6.18,mg/L
Fish Tank 3,Fish Tanks,201,201,2025-07-01,afternoon,temperature,32.7,degC
Fish Tank 3,Fish Tanks,201,201,2025-07-01,morning,dissolved_oxygen,6.55,mg/L
Fish Tank 3,Fish Tanks,201,201,2025-07-01,morning,temperature,29.0,degC
Fish Tank 3,Fish Tanks,201,201,2025-07-02,afternoon,dissolved_oxygen,5.16,mg/L
Fish Tank 3,Fish Tanks,201,201,2025-07-02,afternoon,temperature,30.6,degC
Fish Tank 3,Fish Tanks,201,201,2025-07-02,morning,dissolved_oxygen,6.53,mg/L
Fish Tank 3,Fish Tanks,201,201,2025-07-02,morning,temperature,29.2,degC
Fish Tank 3,Fish Tanks,201,201,2025-07-03,morning,dissolved_oxygen,6.13,mg/L
Fish Tank 3,Fish Tanks,201,201,2025-07-03,morning,temperature,27.9,degC
Fish Tank 3,Fish Tanks,201,201,2025-07-04,afternoon,dissolved_oxygen,6.3,mg/L
Fish Tank 3,Fish Tanks,201,201,2025-07-04,afternoon,temperature,31.4,degC
Fish Tank 3,Fish Tanks,201,201,2025-07-04,morning,dissolved_oxygen,5.73,mg/L
Fish Tank 3,Fish Tanks,201,201,2025-07-04,morning,temperature,28.6,degC
Fish Tank 3,Fish Tanks,201,201,2025-07-08,afternoon,dissolved_oxygen,6.14,mg/L
Fish Tank 3,Fish Tanks,201,201,2025-07-08,afternoon,temperature,31.0,degC
Fish Tank 3,Fish Tanks,201,201,2025-07-10,afternoon,dissolved_oxygen,5.81,mg/L
Fish Tank 3,Fish Tanks,201,201,2025-07-10,afternoon,temperature,30.0,degC
Fish Tank 3,Fish Tanks,201,201,2025-07-10,morning,dissolved_oxygen,6.27,mg/L
Fish Tank 3,Fish Tanks,201,201,2025-07-10,morning,temperature,29.1,degC
Fish Tank 3,Fish Tanks,201,201,2025-07-11,afternoon,dissolved_oxygen,6.24,mg/L
Fish Tank 3,Fish Tanks,201,201,2025-07-11,afternoon,temperature,31.8,degC
Fish Tank 3,Fish Tanks,201,201,2025-07-11,morning,dissolved_oxygen,6.39,mg/L
Fish Tank 3,Fish Tanks,201,201,2025-07-11,morning,temperature,28.1,degC
Fish Tank 3,Fish Tanks,201,201,2025-07-15,afternoon,dissolved_oxygen,5.73,mg/L
Fish Tank 3,Fish Tanks,201,201,2025-07-15,afternoon,temperature,32.7,degC
Fish Tank 3,Fish Tanks,201,201,2025-07-15,morning,dissolved_oxygen,5.83,mg/L
Fish Tank 3,Fish Tanks,201,201,2025-07-15,morning,temperature,28.9,degC
Fish Tank 3,Fish Tanks,201,201,2025-07-16,afternoon,dissolved_oxygen,4.83,mg/L
Fish Tank 3,Fish Tanks,201,201,2025-07-16,afternoon,temperature,32.3,degC
Fish Tank 3,Fish Tanks,201,201,2025-07-17,afternoon,dissolved_oxygen,4.6,mg/L
Fish Tank 3,Fish Tanks,201,201,2025-07-17,afternoon,temperature,32.9,degC
Fish Tank 3,Fish Tanks,201,201,2025-07-17,morning,dissolved_oxygen,5.75,mg/L
Fish Tank 3,Fish Tanks,201,201,2025-07-17,morning,temperature,29.8,degC
Fish Tank 3,Fish Tanks,201,201,2025-07-18,afternoon,dissolved_oxygen,6.83,mg/L
Fish Tank 3,Fish Tanks,201,201,2025-07-18,afternoon,temperature,33.0,degC
Fish Tank 3,Fish Tanks,201,201,2025-07-18,morning,dissolved_oxygen,5.19,mg/L
Fish Tank 3,Fish Tanks,201,201,2025-07-18,morning,temperature,29.8,degC
Fish Tank 3,Fish Tanks,201,201,2025-07-21,afternoon,dissolved_oxygen,4.99,mg/L
Fish Tank 3,Fish Tanks,201,201,2025-07-21,afternoon,temperature,32.7,degC
Fish Tank 3,Fish Tanks,201,201,2025-07-21,morning,dissolved_oxygen,6.02,mg/L
Fish Tank 3,Fish Tanks,201,201,2025-07-21,morning,temperature,28.9,degC
Fish Tank 3,Fish Tanks,201,201,2025-07-22,afternoon,dissolved_oxygen,5.54,mg/L
Fish Tank 3,Fish Tanks,201,201,2025-07-22,afternoon,temperature,33.1,degC
Fish Tank 3,Fish Tanks,201,201,2025-07-23,afternoon,dissolved_oxygen,5.76,mg/L
Fish Tank 3,Fish Tanks,201,201,2025-07-23,afternoon,temperature,32.2,degC
Fish Tank 3,Fish Tanks,201,201,2025-07-23,morning,dissolved_oxygen,5.8,mg/L
Fish Tank 3,Fish Tanks,201,201,2025-07-23,morning,temperature,29.4,degC
Fish Tank 3,Fish Tanks,201,201,2025-07-24,afternoon,dissolved_oxygen,5.2,mg/L
Fish Tank 3,Fish Tanks,201,201,2025-07-24,afternoon,temperature,32.7,degC
Fish Tank 3,Fish Tanks,201,201,2025-07-24,morning,dissolved_oxygen,6.63,mg/L
Fish Tank 3,Fish Tanks,201,201,2025-07-24,morning,temperature,29.2,degC
Fish Tank 3,Fish Tanks,201,201,2025-07-25,afternoon,dissolved_oxygen,7.41,mg/L
Fish Tank 3,Fish Tanks,201,201,2025-07-25,afternoon,temperature,32.9,degC
Fish Tank 3,Fish Tanks,201,201,2025-07-28,afternoon,dissolved_oxygen,7.3,mg/L
Fish Tank 3,Fish Tanks,201,201,2025-07-28,afternoon,temperature,32.8,degC
Fish Tank 3,Fish Tanks,201,201,2025-07-28,morning,dissolved_oxygen,6.43,mg/L
Fish Tank 3,Fish Tanks,201,201,2025-07-28,morning,temperature,29.1,degC
Fish Tank 3,Fish Tanks,201,201,2025-07-29,afternoon,dissolved_oxygen,5.13,mg/L
Fish Tank 3,Fish Tanks,201,201,2025-07-29,afternoon,temperature,33.8,degC
Fish Tank 3,Fish Tanks,201,201,2025-07-29,morning,dissolved_oxygen,5.62,mg/L
Fish Tank 3,Fish Tanks,201,201,2025-07-29,morning,temperature,29.8,degC
Fish Tank 3,Fish Tanks,201,201,2025-07-30,afternoon,dissolved_oxygen,5.76,mg/L
Fish Tank 3,Fish Tanks,201,201,2025-07-30,afternoon,temperature,30.9,degC
Fish Tank 3,Fish Tanks,202,202,2025-07-01,afternoon,dissolved_oxygen,6.02,mg/L
Fish Tank 3,Fish Tanks,202,202,2025-07-01,afternoon,temperature,32.9,degC
Fish Tank 3,Fish Tanks,202,202,2025-07-01,morning,dissolved_oxygen,6.44,mg/L
Fish Tank 3,Fish Tanks,202,202,2025-07-01,morning,temperature,29.2,degC
Fish Tank 3,Fish Tanks,202,202,2025-07-02,afternoon,dissolved_oxygen,4.78,mg/L
Fish Tank 3,Fish Tanks,202,202,2025-07-02,afternoon,temperature,30.8,degC
Fish Tank 3,Fish Tanks,202,202,2025-07-02,morning,dissolved_oxygen,6.57,mg/L
Fish Tank 3,Fish Tanks,202,202,2025-07-02,morning,temperature,29.2,degC
Fish Tank 3,Fish Tanks,202,202,2025-07-03,morning,dissolved_oxygen,5.61,mg/L
Fish Tank 3,Fish Tanks,202,202,2025-07-03,morning,temperature,27.9,degC
Fish Tank 3,Fish Tanks,202,202,2025-07-04,afternoon,dissolved_oxygen,5.64,mg/L
Fish Tank 3,Fish Tanks,202,202,2025-07-04,afternoon,temperature,31.7,degC
Fish Tank 3,Fish Tanks,202,202,2025-07-04,morning,dissolved_oxygen,5.17,mg/L
Fish Tank 3,Fish Tanks,202,202,2025-07-04,morning,temperature,28.6,degC
Fish Tank 3,Fish Tanks,202,202,2025-07-08,afternoon,dissolved_oxygen,6.03,mg/L
Fish Tank 3,Fish Tanks,202,202,2025-07-08,afternoon,temperature,31.4,degC
Fish Tank 3,Fish Tanks,202,202,2025-07-10,afternoon,dissolved_oxygen,5.66,mg/L
Fish Tank 3,Fish Tanks,202,202,2025-07-10,afternoon,temperature,30.0,degC
Fish Tank 3,Fish Tanks,202,202,2025-07-10,morning,dissolved_oxygen,5.92,mg/L
Fish Tank 3,Fish Tanks,202,202,2025-07-10,morning,temperature,29.1,degC
Fish Tank 3,Fish Tanks,202,202,2025-07-11,afternoon,dissolved_oxygen,6.18,mg/L
Fish Tank 3,Fish Tanks,202,202,2025-07-11,afternoon,temperature,31.9,degC
Fish Tank 3,Fish Tanks,202,202,2025-07-11,morning,dissolved_oxygen,6.3,mg/L
Fish Tank 3,Fish Tanks,202,202,2025-07-11,morning,temperature,28.1,degC
Fish Tank 3,Fish Tanks,202,202,2025-07-15,afternoon,dissolved_oxygen,5.36,mg/L
Fish Tank 3,Fish Tanks,202,202,2025-07-15,afternoon,temperature,32.9,degC
Fish Tank 3,Fish Tanks,202,202,2025-07-15,morning,dissolved_oxygen,5.57,mg/L
Fish Tank 3,Fish Tanks,202,202,2025-07-15,morning,temperature,29.0,degC
Fish Tank 3,Fish Tanks,202,202,2025-07-16,afternoon,dissolved_oxygen,4.68,mg/L
Fish Tank 3,Fish Tanks,202,202,2025-07-16,afternoon,temperature,32.5,degC
Fish Tank 3,Fish Tanks,202,202,2025-07-17,afternoon,dissolved_oxygen,5.35,mg/L
Fish Tank 3,Fish Tanks,202,202,2025-07-17,afternoon,temperature,33.2,degC
Fish Tank 3,Fish Tanks,202,202,2025-07-17,morning,dissolved_oxygen,5.3,mg/L
Fish Tank 3,Fish Tanks,202,202,2025-07-17,morning,temperature,29.8,degC
Fish Tank 3,Fish Tanks,202,202,2025-07-18,afternoon,dissolved_oxygen,6.79,mg/L
Fish Tank 3,Fish Tanks,202,202,2025-07-18,afternoon,temperature,33.1,degC
Fish Tank 3,Fish Tanks,202,202,2025-07-18,morning,dissolved_oxygen,4.95,mg/L
Fish Tank 3,Fish Tanks,202,202,2025-07-18,morning,temperature,29.8,degC
Fish Tank 3,Fish Tanks,202,202,2025-07-21,afternoon,dissolved_oxygen,5.1,mg/L
Fish Tank 3,Fish Tanks,202,202,2025-07-21,afternoon,temperature,32.9,degC
Fish Tank 3,Fish Tanks,202,202,2025-07-21,morning,dissolved_oxygen,5.97,mg/L
Fish Tank 3,Fish Tanks,202,202,2025-07-21,morning,temperature,28.9,degC
Fish Tank 3,Fish Tanks,202,202,2025-07-22,afternoon,dissolved_oxygen,5.32,mg/L
Fish Tank 3,Fish Tanks,202,202,2025-07-22,afternoon,temperature,33.2,degC
Fish Tank 3,Fish Tanks,202,202,2025-07-23,afternoon,dissolved_oxygen,7.37,mg/L
Fish Tank 3,Fish Tanks,202,202,2025-07-23,afternoon,temperature,33.0,degC
Fish Tank 3,Fish Tanks,202,202,2025-07-23,morning,dissolved_oxygen,5.69,mg/L
Fish Tank 3,Fish Tanks,202,202,2025-07-23,morning,temperature,29.5,degC
Fish Tank 3,Fish Tanks,202,202,2025-07-24,afternoon,dissolved_oxygen,5.37,mg/L
Fish Tank 3,Fish Tanks,202,202,2025-07-24,afternoon,temperature,33.0,degC
Fish Tank 3,Fish Tanks,202,202,2025-07-24,morning,dissolved_oxygen,6.56,mg/L
Fish Tank 3,Fish Tanks,202,202,2025-07-24,morning,temperature,29.3,degC
Fish Tank 3,Fish Tanks,202,202,2025-07-25,afternoon,dissolved_oxygen,8.66,mg/L
Fish Tank 3,Fish Tanks,202,202,2025-07-25,afternoon,temperature,33.1,degC
Fish Tank 3,Fish Tanks,202,202,2025-07-28,afternoon,dissolved_oxygen,7.67,mg/L
Fish Tank 3,Fish Tanks,202,202,2025-07-28,afternoon,temperature,32.9,degC
Fish Tank 3,Fish Tanks,202,202,2025-07-28,morning,dissolved_oxygen,6.57,mg/L
Fish Tank 3,Fish Tanks,202,202,2025-07-28,morning,temperature,29.2,degC
Fish Tank 3,Fish Tanks,202,202,2025-07-29,afternoon,dissolved_oxygen,4.51,mg/L
Fish Tank 3,Fish Tanks,202,202,2025-07-29,afternoon,temperature,33.9,degC
Fish Tank 3,Fish Tanks,202,202,2025-07-29,morning,dissolved_oxygen,5.64,mg/L
Fish Tank 3,Fish Tanks,202,202,2025-07-29,morning,temperature,29.9,degC
Fish Tank 3,Fish Tanks,202,202,2025-07-30,afternoon,dissolved_oxygen,5.62,mg/L
Fish Tank 3,Fish Tanks,202,202,2025-07-30,afternoon,temperature,31.0,degC
Fish Tank 3,Fish Tanks,203,203,2025-07-01,afternoon,dissolved_oxygen,6.13,mg/L
Fish Tank 3,Fish Tanks,203,203,2025-07-01,afternoon,temperature,32.9,degC
Fish Tank 3,Fish Tanks,203,203,2025-07-01,morning,dissolved_oxygen,6.47,mg/L
Fish Tank 3,Fish Tanks,203,203,2025-07-01,morning,temperature,29.1,degC
Fish Tank 3,Fish Tanks,203,203,2025-07-02,afternoon,dissolved_oxygen,5.11,mg/L
Fish Tank 3,Fish Tanks,203,203,2025-07-02,afternoon,temperature,30.8,degC
Fish Tank 3,Fish Tanks,203,203,2025-07-02,morning,dissolved_oxygen,6.48,mg/L
Fish Tank 3,Fish Tanks,203,203,2025-07-02,morning,temperature,29.1,degC
Fish Tank 3,Fish Tanks,203,203,2025-07-03,morning,dissolved_oxygen,5.91,mg/L
Fish Tank 3,Fish Tanks,203,203,2025-07-03,morning,temperature,27.9,degC
Fish Tank 3,Fish Tanks,203,203,2025-07-04,afternoon,dissolved_oxygen,6.12,mg/L
Fish Tank 3,Fish Tanks,203,203,2025-07-04,afternoon,temperature,31.6,degC
Fish Tank 3,Fish Tanks,203,203,2025-07-04,morning,dissolved_oxygen,5.19,mg/L
Fish Tank 3,Fish Tanks,203,203,2025-07-04,morning,temperature,28.6,degC
Fish Tank 3,Fish Tanks,203,203,2025-07-08,afternoon,dissolved_oxygen,6.29,mg/L
Fish Tank 3,Fish Tanks,203,203,2025-07-08,afternoon,temperature,31.5,degC
Fish Tank 3,Fish Tanks,203,203,2025-07-10,afternoon,dissolved_oxygen,5.92,mg/L
Fish Tank 3,Fish Tanks,203,203,2025-07-10,afternoon,temperature,30.0,degC
Fish Tank 3,Fish Tanks,203,203,2025-07-10,morning,dissolved_oxygen,6.32,mg/L
Fish Tank 3,Fish Tanks,203,203,2025-07-10,morning,temperature,29.1,degC
Fish Tank 3,Fish Tanks,203,203,2025-07-11,afternoon,dissolved_oxygen,6.23,mg/L
Fish Tank 3,Fish Tanks,203,203,2025-07-11,afternoon,temperature,32.0,degC
Fish Tank 3,Fish Tanks,203,203,2025-07-11,morning,dissolved_oxygen,6.53,mg/L
Fish Tank 3,Fish Tanks,203,203,2025-07-11,morning,temperature,28.1,degC
Fish Tank 3,Fish Tanks,203,203,2025-07-15,afternoon,dissolved_oxygen,5.5,mg/L
Fish Tank 3,Fish Tanks,203,203,2025-07-15,afternoon,temperature,32.8,degC
Fish Tank 3,Fish Tanks,203,203,2025-07-15,morning,dissolved_oxygen,5.8,mg/L
Fish Tank 3,Fish Tanks,203,203,2025-07-15,morning,temperature,29.0,degC
Fish Tank 3,Fish Tanks,203,203,2025-07-16,afternoon,dissolved_oxygen,4.59,mg/L
Fish Tank 3,Fish Tanks,203,203,2025-07-16,afternoon,temperature,32.5,degC
Fish Tank 3,Fish Tanks,203,203,2025-07-17,afternoon,dissolved_oxygen,4.91,mg/L
Fish Tank 3,Fish Tanks,203,203,2025-07-17,afternoon,temperature,33.1,degC
Fish Tank 3,Fish Tanks,203,203,2025-07-17,morning,dissolved_oxygen,5.4,mg/L
Fish Tank 3,Fish Tanks,203,203,2025-07-17,morning,temperature,29.8,degC
Fish Tank 3,Fish Tanks,203,203,2025-07-18,afternoon,dissolved_oxygen,5.61,mg/L
Fish Tank 3,Fish Tanks,203,203,2025-07-18,afternoon,temperature,33.2,degC
Fish Tank 3,Fish Tanks,203,203,2025-07-18,morning,dissolved_oxygen,4.8,mg/L
Fish Tank 3,Fish Tanks,203,203,2025-07-18,morning,temperature,29.8,degC
Fish Tank 3,Fish Tanks,203,203,2025-07-21,afternoon,dissolved_oxygen,6.58,mg/L
Fish Tank 3,Fish Tanks,203,203,2025-07-21,afternoon,temperature,32.9,degC
Fish Tank 3,Fish Tanks,203,203,2025-07-21,morning,dissolved_oxygen,6.27,mg/L
Fish Tank 3,Fish Tanks,203,203,2025-07-21,morning,temperature,29.0,degC
Fish Tank 3,Fish Tanks,203,203,2025-07-22,afternoon,dissolved_oxygen,5.07,mg/L
Fish Tank 3,Fish Tanks,203,203,2025-07-22,afternoon,temperature,33.3,degC
Fish Tank 3,Fish Tanks,203,203,2025-07-23,afternoon,dissolved_oxygen,6.07,mg/L
Fish Tank 3,Fish Tanks,203,203,2025-07-23,afternoon,temperature,33.4,degC
Fish Tank 3,Fish Tanks,203,203,2025-07-23,morning,dissolved_oxygen,6.07,mg/L
Fish Tank 3,Fish Tanks,203,203,2025-07-23,morning,temperature,29.4,degC
Fish Tank 3,Fish Tanks,203,203,2025-07-24,afternoon,dissolved_oxygen,6.55,mg/L
Fish Tank 3,Fish Tanks,203,203,2025-07-24,afternoon,temperature,33.0,degC
Fish Tank 3,Fish Tanks,203,203,2025-07-24,morning,dissolved_oxygen,6.54,mg/L
Fish Tank 3,Fish Tanks,203,203,2025-07-24,morning,temperature,29.2,degC
Fish Tank 3,Fish Tanks,203,203,2025-07-25,afternoon,dissolved_oxygen,9.46,mg/L
Fish Tank 3,Fish Tanks,203,203,2025-07-25,afternoon,temperature,33.1,degC
Fish Tank 3,Fish Tanks,203,203,2025-07-28,afternoon,dissolved_oxygen,7.07,mg/L
Fish Tank 3,Fish Tanks,203,203,2025-07-28,afternoon,temperature,33.0,degC
Fish Tank 3,Fish Tanks,203,203,2025-07-28,morning,dissolved_oxygen,6.23,mg/L
Fish Tank 3,Fish Tanks,203,203,2025-07-28,morning,temperature,29.1,degC
Fish Tank 3,Fish Tanks,203,203,2025-07-29,afternoon,dissolved_oxygen,4.52,mg/L
Fish Tank 3,Fish Tanks,203,203,2025-07-29,afternoon,temperature,34.0,degC
Fish Tank 3,Fish Tanks,203,203,2025-07-29,morning,dissolved_oxygen,5.51,mg/L
Fish Tank 3,Fish Tanks,203,203,2025-07-29,morning,temperature,29.8,degC
Fish Tank 3,Fish Tanks,203,203,2025-07-30,afternoon,dissolved_oxygen,6.16,mg/L
Fish Tank 3,Fish Tanks,203,203,2025-07-30,afternoon,temperature,30.6,degC
Fish Tank 3,Fish Tanks,205,205,2025-07-01,afternoon,dissolved_oxygen,6.24,mg/L
Fish Tank 3,Fish Tanks,205,205,2025-07-01,afternoon,temperature,32.8,degC
Fish Tank 3,Fish Tanks,205,205,2025-07-01,morning,ammonia,2.0,mg/L
Fish Tank 3,Fish Tanks,205,205,2025-07-01,morning,dissolved_oxygen,6.53,mg/L
Fish Tank 3,Fish Tanks,205,205,2025-07-01,morning,nitrate,1.8,mg/L
Fish Tank 3,Fish Tanks,205,205,2025-07-01,morning,nitrite,0.082,mg/L
Fish Tank 3,Fish Tanks,205,205,2025-07-01,morning,ph,6.63,pH
Fish Tank 3,Fish Tanks,205,205,2025-07-01,morning,temperature,29.1,degC
Fish Tank 3,Fish Tanks,205,205,2025-07-02,afternoon,dissolved_oxygen,5.12,mg/L
Fish Tank 3,Fish Tanks,205,205,2025-07-02,afternoon,temperature,30.7,degC
Fish Tank 3,Fish Tanks,205,205,2025-07-02,morning,dissolved_oxygen,6.44,mg/L
Fish Tank 3,Fish Tanks,205,205,2025-07-02,morning,temperature,29.2,degC
Fish Tank 3,Fish Tanks,205,205,2025-07-03,morning,dissolved_oxygen,5.93,mg/L
Fish Tank 3,Fish Tanks,205,205,2025-07-03,morning,temperature,27.8,degC
Fish Tank 3,Fish Tanks,205,205,2025-07-04,afternoon,dissolved_oxygen,6.14,mg/L
Fish Tank 3,Fish Tanks,205,205,2025-07-04,afternoon,temperature,31.5,degC
Fish Tank 3,Fish Tanks,205,205,2025-07-04,morning,ammonia,1.6,mg/L
Fish Tank 3,Fish Tanks,205,205,2025-07-04,morning,dissolved_oxygen,5.7,mg/L
Fish Tank 3,Fish Tanks,205,205,2025-07-04,morning,nitrate,1.3,mg/L
Fish Tank 3,Fish Tanks,205,205,2025-07-04,morning,nitrite,0.035,mg/L
Fish Tank 3,Fish Tanks,205,205,2025-07-04,morning,ph,6.9,pH
Fish Tank 3,Fish Tanks,205,205,2025-07-04,morning,temperature,28.6,degC
Fish Tank 3,Fish Tanks,205,205,2025-07-08,afternoon,dissolved_oxygen,6.2,mg/L
Fish Tank 3,Fish Tanks,205,205,2025-07-08,afternoon,temperature,31.4,degC
Fish Tank 3,Fish Tanks,205,205,2025-07-10,afternoon,dissolved_oxygen,5.37,mg/L
Fish Tank 3,Fish Tanks,205,205,2025-07-10,afternoon,temperature,29.9,degC
Fish Tank 3,Fish Tanks,205,205,2025-07-10,morning,dissolved_oxygen,6.16,mg/L
Fish Tank 3,Fish Tanks,205,205,2025-07-10,morning,temperature,29.0,degC
Fish Tank 3,Fish Tanks,205,205,2025-07-11,afternoon,dissolved_oxygen,5.52,mg/L
Fish Tank 3,Fish Tanks,205,205,2025-07-11,afternoon,temperature,31.8,degC
Fish Tank 3,Fish Tanks,205,205,2025-07-11,morning,dissolved_oxygen,5.85,mg/L
Fish Tank 3,Fish Tanks,205,205,2025-07-11,morning,temperature,28.1,degC
Fish Tank 3,Fish Tanks,205,205,2025-07-15,afternoon,dissolved_oxygen,5.6,mg/L
Fish Tank 3,Fish Tanks,205,205,2025-07-15,afternoon,temperature,32.7,degC
Fish Tank 3,Fish Tanks,205,205,2025-07-16,afternoon,dissolved_oxygen,4.61,mg/L
Fish Tank 3,Fish Tanks,205,205,2025-07-16,afternoon,temperature,32.4,degC
Fish Tank 3,Fish Tanks,205,205,2025-07-17,afternoon,dissolved_oxygen,5.1,mg/L
Fish Tank 3,Fish Tanks,205,205,2025-07-17,afternoon,temperature,33.0,degC
Fish Tank 3,Fish Tanks,205,205,2025-07-17,morning,dissolved_oxygen,5.25,mg/L
Fish Tank 3,Fish Tanks,205,205,2025-07-17,morning,temperature,29.8,degC
Fish Tank 3,Fish Tanks,205,205,2025-07-18,afternoon,dissolved_oxygen,6.31,mg/L
Fish Tank 3,Fish Tanks,205,205,2025-07-18,afternoon,temperature,33.0,degC
Fish Tank 3,Fish Tanks,205,205,2025-07-18,morning,dissolved_oxygen,5.23,mg/L
Fish Tank 3,Fish Tanks,205,205,2025-07-18,morning,temperature,29.8,degC
Fish Tank 3,Fish Tanks,205,205,2025-07-21,afternoon,dissolved_oxygen,6.34,mg/L
Fish Tank 3,Fish Tanks,205,205,2025-07-21,afternoon,temperature,32.7,degC
Fish Tank 3,Fish Tanks,205,205,2025-07-21,morning,dissolved_oxygen,6.05,mg/L
Fish Tank 3,Fish Tanks,205,205,2025-07-21,morning,temperature,28.9,degC
